,movieId,title,genres,rating_count,rating_avg,year,genres_matrix,rating_group,similarity
19,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,210.0,2.8714285714285714,1995,[1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0],4,0.53059585607548
20,21,Get Shorty (1995),Comedy|Crime|Thriller,1243.0,3.6287208366854387,1995,[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0],6,0.22038851020447975
21,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,541.0,3.3613678373382623,1995,[0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0],5,0.591257637930038
22,23,Assassins (1995),Action|Crime|Thriller,213.0,3.1737089201877935,1995,[1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0],4,0.6301397863236354
23,24,Powder (1995),Drama|Sci-Fi,424.0,3.1568396226415096,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0],5,0.6321632808693886
24,25,Leaving Las Vegas (1995),Drama|Romance,1094.0,3.702925045703839,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],6,0.5142965612204263
25,26,Othello (1995),Drama,125.0,3.6,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.5448815703611941
26,27,Now and Then (1995),Children|Drama,91.0,3.3131868131868134,1995,[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.35061235987386474
27,28,Persuasion (1995),Drama|Romance,165.0,4.054545454545455,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.45921486847977044
28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,448.0,4.004464285714286,1995,[0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0],5,-0.0254364017828138
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,56.0,3.6339285714285716,1995,[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.5467454911119762
30,31,Dangerous Minds (1995),Drama,467.0,3.3137044967880085,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],5,0.582542130857607
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,2312.0,3.9046280276816607,1995,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0],6,0.22943041737960662
32,33,Wings of Courage (1995),Adventure|Romance|IMAX,3.0,3.0,1995,[0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,0.4232497225112274
33,34,Babe (1995),Children|Drama,1694.0,3.64728453364817,1995,[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],6,-0.03412689224760368
34,35,Carrington (1995),Drama|Romance,75.0,3.7066666666666666,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],3,0.5285482370278608
35,36,Dead Man Walking (1995),Crime|Drama,1082.0,3.925138632162662,1995,[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],6,0.440656763636691
36,37,Across the Sea of Time (1995),Documentary|IMAX,9.0,3.2777777777777777,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,0.6206763797691423
37,38,It Takes Two (1995),Children|Comedy,34.0,2.7941176470588234,1995,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],3,0.2087432503589851
38,39,Clueless (1995),Comedy|Romance,1432.0,3.4120111731843576,1995,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],6,0.14431464115902742
39,40,"Cry, the Beloved Country (1995)",Drama,45.0,3.7,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.5335312053976905
40,41,Richard III (1995),Drama|War,249.0,3.8072289156626504,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],4,0.49978615219216777
41,42,Dead Presidents (1995),Action|Crime|Drama,130.0,3.173076923076923,1995,[1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.6266165507093133
42,43,Restoration (1995),Drama,143.0,3.479020979020979,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.5690773745569983
43,44,Mortal Kombat (1995),Action|Adventure|Fantasy,542.0,2.6798892988929888,1995,[1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],5,0.27428913662217513
44,45,To Die For (1995),Comedy|Drama|Thriller,481.0,3.4365904365904365,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0],5,0.3076102106614364
45,46,How to Make an American Quilt (1995),Drama|Romance,144.0,3.2916666666666665,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.6065482370278608
46,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,2241.0,4.078090138331103,1995,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],6,0.3590332942879949
47,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,684.0,2.9444444444444446,1995,[0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0],5,-0.08331388787076047
48,49,When Night Is Falling (1995),Drama|Romance,11.0,3.227272727272727,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],2,0.6330766599431451
49,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,2490.0,4.370481927710843,1995,[0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0],6,0.3299204112880306
50,51,Guardian Angel (1994),Action|Drama|Thriller,2.0,1.75,1994,[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0],1,1.2678645387310237
51,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,487.0,3.547227926078029,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0],5,0.3110301580193924
52,53,Lamerica (1994),Adventure|Drama,5.0,4.0,1994,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.5811532484555059
53,54,"Big Green, The (1995)",Children|Comedy,56.0,2.9285714285714284,1995,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],3,0.18185249405646414
54,55,Georgia (1995),Drama,55.0,3.2454545454545456,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.6244402963067814
55,56,Kids of the Round Table (1995),Adventure|Children|Fantasy,3.0,1.5,1995,[0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,0.36385387000450387
56,57,Home for the Holidays (1995),Drama,133.0,3.4774436090225564,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.5219475930822303
57,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,650.0,3.9876923076923076,1994,[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0],5,0.6014651759732125
58,59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,5.0,3.0,1995,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],1,0.6835312053976905
59,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,299.0,3.096989966555184,1995,[0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],4,0.02945587669346702
60,61,Eye for an Eye (1996),Drama|Thriller,131.0,3.427480916030534,1996,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0],4,0.9027698153789316
61,62,Mr. Holland's Opus (1995),Drama,1038.0,3.7620423892100194,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],6,0.5024730925191903
62,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,114.0,2.8157894736842106,1996,[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.7210310005237769
63,64,Two if by Sea (1996),Comedy|Romance,90.0,2.827777777777778,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],3,0.7893267703619978
64,65,Bio-Dome (1996),Comedy,266.0,2.4078947368421053,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.6357774886852642
65,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,131.0,2.1297709923664123,1996,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0],4,1.1586621650752595
66,67,Two Bits (1995),Drama,10.0,3.6,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.5635312053976905
67,68,French Twist (Gazon maudit) (1995),Comedy|Romance,68.0,3.4705882352941178,1995,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],3,0.32278171048890014
68,69,Friday (1995),Comedy,231.0,3.6125541125541125,1995,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.06781155028252213
69,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,690.0,3.2202898550724637,1996,[1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0],5,0.6471839032391757
70,71,Fair Game (1995),Action,54.0,2.3981481481481484,1995,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],3,0.7939015757680609
71,72,Kicking and Screaming (1995),Comedy|Drama,68.0,3.3970588235294117,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.2900423373673888
72,73,"Misérables, Les (1995)",Drama|War,157.0,3.789808917197452,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],4,0.5105694219582001
73,74,Bed of Roses (1996),Drama|Romance,181.0,3.3535911602209945,1996,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.9102484964678469
74,75,Big Bully (1996),Comedy|Drama,24.0,2.4166666666666665,1996,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.8765489925842201
75,76,Screamers (1995),Action|Sci-Fi|Thriller,175.0,3.08,1995,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0],4,0.6488815703611941
76,77,Nico Icon (1995),Documentary,13.0,3.4615384615384617,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],2,0.5862235130899982
77,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,67.0,3.1641791044776117,1995,[1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0],3,0.6406953845021682
78,79,"Juror, The (1996)",Drama|Thriller,296.0,3.2263513513513513,1996,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0],4,0.9575942684607536
79,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,22.0,3.8181818181818183,1995,[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.16702211799895128
80,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,165.0,3.2151515151515153,1995,[0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.6182016322943947
81,82,Antonia's Line (Antonia) (1995),Comedy|Drama,148.0,3.949324324324324,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.1855381423178954
82,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,29.0,3.4827586206896552,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],2,0.5637313060772777
83,84,Last Summer in the Hamptons (1995),Comedy|Drama,13.0,3.269230769230769,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.37170283873806625
84,85,Angels and Insects (1995),Drama|Romance,149.0,3.546979865771812,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.5591352322433282
85,86,White Squall (1996),Action|Adventure|Drama,222.0,3.47972972972973,1996,[1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.6602134955858892
86,87,Dunston Checks In (1996),Children|Comedy,54.0,2.4722222222222223,1996,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],3,0.6074556686596386
87,88,Black Sheep (1996),Comedy,253.0,3.0177865612648223,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.5940910946036405
88,89,Nick of Time (1995),Action|Thriller,158.0,3.2658227848101267,1995,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],4,0.56062212288822
89,90,"Journey of August King, The (1995)",Drama,13.0,3.4615384615384617,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.5862235130899982
90,92,Mary Reilly (1996),Drama|Horror|Thriller,123.0,2.792682926829268,1996,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0],4,1.033379048255681
91,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,102.0,2.4313725490196076,1995,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0],4,0.5720479487595438
92,94,Beautiful Girls (1996),Comedy|Drama|Romance,219.0,3.5821917808219177,1996,[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.6287721802579624
93,95,Broken Arrow (1996),Action|Adventure|Thriller,1175.0,3.1251063829787236,1996,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],6,0.7320870700455795
94,96,In the Bleak Midwinter (1995),Comedy|Drama,20.0,3.6,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.3055489925842201
95,97,"Hate (Haine, La) (1995)",Crime|Drama,99.0,3.98989898989899,1995,[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.4549352105869738
96,98,Shopping (1994),Action|Thriller,0.0,0.0,1994,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],0,1.615565268658031
97,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,33.0,3.1363636363636362,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],3,0.6462584781249633
98,100,City Hall (1996),Drama|Thriller,223.0,3.190582959641256,1996,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0],4,0.9610983117662762
99,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,223.0,3.7937219730941703,1996,[0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0],4,0.38050985165382933
100,102,Mr. Wrong (1996),Comedy,105.0,2.4285714285714284,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.7593793766167719
101,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,49.0,3.0816326530612246,1996,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0],3,0.9915380081187789
102,104,Happy Gilmore (1996),Comedy,987.0,3.384498480243161,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],5,0.5120990757714764
103,105,"Bridges of Madison County, The (1995)",Drama|Romance,528.0,3.2954545454545454,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],5,0.5934913911972923
104,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,10.0,3.7,1994,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.6248823259175533
105,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,314.0,3.2229299363057327,1996,[0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],5,0.398374061687446
106,108,Catwalk (1996),Documentary,5.0,4.0,1996,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,0.8341354612689763
107,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,2.0,1.5,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0],1,0.7769720935999617
108,110,Braveheart (1995),Action|Drama|War,2799.0,4.038227938549482,1995,[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],6,0.29996596382072177
109,111,Taxi Driver (1976),Crime|Drama|Thriller,1257.0,4.119331742243436,1976,[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0],6,0.7232645834402913
110,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,627.0,3.3740031897926634,1995,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],5,0.1616166253457609
111,113,Before and After (1996),Drama|Mystery,54.0,3.0462962962962963,1996,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],3,0.9986052794717646
112,114,Margaret's Museum (1995),Drama,13.0,3.4615384615384617,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.5862235130899982
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,0.0,0.0,1995,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0,0.9307603289977242
114,116,Anne Frank Remembered (1995),Documentary,43.0,4.22093023255814,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],3,0.5303385394107746
115,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,81.0,3.7037037037037037,1995,[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.47804593910950455
116,118,If Lucy Fell (1996),Comedy|Romance,59.0,2.9152542372881354,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],3,0.76818184342343
117,119,"Steal Big, Steal Little (1995)",Comedy,10.0,2.5,1995,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,0.42576032899772426
118,120,Race the Sun (1996),Adventure|Comedy|Drama,6.0,3.0833333333333335,1996,[0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.5880796484688994
119,121,"Boys of St. Vincent, The (1992)",Drama,42.0,3.761904761904762,1992,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],3,0.8428850462040861
120,122,Boomerang (1992),Comedy|Romance,191.0,2.8010471204188483,1992,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],4,0.7880232667972874
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,111.0,3.824324324324324,1994,[0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0],4,0.7723062432092247
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,23.0,4.021739130434782,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.49914995402259943
123,125,Flirting With Disaster (1996),Comedy,213.0,3.816901408450704,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.4196695850204788
124,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,70.0,2.1714285714285713,1994,[0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],3,0.22056815571878957
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1.0,3.0,1994,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,1.0178645387310237
126,128,Jupiter's Wife (1994),Documentary,4.0,3.375,1994,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,0.9392149036945274
127,129,Pie in the Sky (1996),Comedy|Romance,11.0,3.5454545454545454,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],2,0.6507914168266443
128,130,Angela (1995),Drama,1.0,3.5,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.5835312053976905
129,131,Frankie Starlight (1995),Drama|Romance,10.0,3.3,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],1,0.6235312053976906
130,132,Jade (1995),Thriller,110.0,2.668181818181818,1995,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],4,0.7312452067248305
131,133,Nueba Yol (1995),Comedy|Drama,1.0,2.0,1995,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.6305489925842201
132,134,Sonic Outlaws (1995),Documentary,3.0,5.0,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,0.699802127935643
133,135,Down Periscope (1996),Comedy,345.0,3.046376811594203,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],5,0.579723409501268
134,136,From the Journals of Jean Seberg (1995),Documentary,3.0,3.0,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,0.6835312053976905
135,137,Man of the Year (1995),Documentary,8.0,4.0,1995,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,0.499802127935643
136,138,"Neon Bible, The (1995)",Drama,4.0,3.25,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.6335312053976906
137,139,Target (1995),Action|Drama,1.0,3.0,1995,[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,0.6835312053976905
138,140,Up Close and Personal (1996),Drama|Romance,263.0,3.423954372623574,1996,[0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],4,0.9144240291698127
139,141,"Birdcage, The (1996)",Comedy,1154.0,3.499566724436742,1996,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],6,0.48408542693276024
140,142,Shadows (Cienie) (1988),Drama,1.0,3.0,1988,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,1.0238645387310237
141,143,Gospa (1995),Drama,0.0,0.0,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],0,1.2885312053976905
142,144,"Brothers McMullen, The (1995)",Comedy,236.0,3.5529661016949152,1995,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4,0.14907221814779228
143,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,596.0,3.223993288590604,1995,[1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0],5,0.2908493360007377
144,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,22.0,2.409090909090909,1995,[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],2,0.290748597952568
145,147,"Basketball Diaries, The (1995)",Drama,220.0,3.590909090909091,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],4,0.5394004821063832
146,148,"Awfully Big Adventure, An (1995)",Drama,22.0,2.840909090909091,1995,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],2,0.7103493872158724
147,149,Amateur (1994),Crime|Drama|Thriller,58.0,3.8620689655172415,1994,[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0],3,0.7880054901531229
148,150,Apollo 13 (1995),Adventure|Drama|IMAX,2512.0,3.8672372611464967,1995,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],6,-0.03067218227281645
149,151,Rob Roy (1995),Action|Drama|Romance|War,695.0,3.514388489208633,1995,[1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0],5,0.5351060623004894
150,152,"Addiction, The (1995)",Drama|Horror,36.0,3.2083333333333335,1995,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0],3,0.6318645387310239
151,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1711.0,2.9210987726475746,1995,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],6,0.27639458906674946
